date,total,BlackRock Continental European Income FundClass D - Accumulation (GBP),Vanguard FTSE 100 IndexAccumulation (GBP),HL Adventurous ManagedClass A - Accumulation (GBP),Landseer Global Artificial IntelligenceClass I - Accumulation (GBP),Super Micro Computer Inc USD0.001 Share Price
2025-08-11,40551.392613300006,17828.417477500003,3191.2874144,632.7343737000001,15472.900947699998,3426.0523999999996
